cause_of_death,chapter,count,year,sex,cause_of_death_map
Diabetes mellitus,"Endocrine, nutritional and metabolic diseases",2135,2008,Males,
Insulin-dependent diabetes mellitus,"Endocrine, nutritional and metabolic diseases",194,2008,Males,
Non-insulin-dependent diabetes mellitus,"Endocrine, nutritional and metabolic diseases",917,2008,Males,
Malnutrition-related diabetes mellitus,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Other specified diabetes mellitus,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Unspecified diabetes mellitus,"Endocrine, nutritional and metabolic diseases",1024,2008,Males,
Other disorders of glucose regulation and pancreatic internal secretion,"Endocrine, nutritional and metabolic diseases",8,2008,Males,
Nondiabetic hypoglycaemic coma,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Other disorders of pancreatic internal secretion,"Endocrine, nutritional and metabolic diseases",8,2008,Males,
Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases",18,2008,Males,
Hypoparathyroidism,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Hyperparathyroidism and other disorders of parathyroid gland,"Endocrine, nutritional and metabolic diseases",1,2008,Males,
Hyperfunction of pituitary gland,"Endocrine, nutritional and metabolic diseases",3,2008,Males,
Hypofunction and other disorders of pituitary gland,"Endocrine, nutritional and metabolic diseases",6,2008,Males,
Cushing syndrome,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Adrenogenital disorders,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Hyperaldosteronism,"Endocrine, nutritional and metabolic diseases",1,2008,Males,
Other disorders of adrenal gland,"Endocrine, nutritional and metabolic diseases",6,2008,Males,
Ovarian dysfunction,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Testicular dysfunction,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
"Disorders of puberty, not elsewhere classified","Endocrine, nutritional and metabolic diseases",0,2008,Males,
Polyglandular dysfunction,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Diseases of thymus,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Other endocrine disorders,"Endocrine, nutritional and metabolic diseases",1,2008,Males,
Malnutrition,"Endocrine, nutritional and metabolic diseases",30,2008,Males,
Kwashiorkor,"Endocrine, nutritional and metabolic diseases",1,2008,Males,
Nutritional marasmus,"Endocrine, nutritional and metabolic diseases",1,2008,Males,
Marasmic kwashiorkor,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Unspecified severe protein-energy malnutrition,"Endocrine, nutritional and metabolic diseases",5,2008,Males,
Protein-energy malnutrition of moderate and mild degree,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Retarded development following protein-energy malnutrition,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Unspecified protein-energy malnutrition,"Endocrine, nutritional and metabolic diseases",23,2008,Males,
Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases",10,2008,Males,
Vitamin A deficiency,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Thiamine deficiency,"Endocrine, nutritional and metabolic diseases",4,2008,Males,
Niacin deficiency [pellagra],"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Deficiency of other B group vitamins,"Endocrine, nutritional and metabolic diseases",3,2008,Males,
Ascorbic acid deficiency,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Vitamin D deficiency,"Endocrine, nutritional and metabolic diseases",1,2008,Males,
Other vitamin deficiencies,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Dietary calcium deficiency,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Dietary selenium deficiency,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Dietary zinc deficiency,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Deficiency of other nutrient elements,"Endocrine, nutritional and metabolic diseases",1,2008,Males,
Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases",1,2008,Males,
Sequelae of malnutrition and other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Obesity and other hyperalimentation,"Endocrine, nutritional and metabolic diseases",82,2008,Males,
Localized adiposity,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Obesity,"Endocrine, nutritional and metabolic diseases",82,2008,Males,
Other hyperalimentation,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Sequelae of hyperalimentation,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Metabolic disorders,"Endocrine, nutritional and metabolic diseases",598,2008,Males,
Disorders of aromatic amino-acid metabolism,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism,"Endocrine, nutritional and metabolic diseases",3,2008,Males,
Other disorders of amino-acid metabolism,"Endocrine, nutritional and metabolic diseases",3,2008,Males,
Lactose intolerance,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Other disorders of carbohydrate metabolism,"Endocrine, nutritional and metabolic diseases",2,2008,Males,
Disorders of sphingolipid metabolism and other lipid storage disorders,"Endocrine, nutritional and metabolic diseases",10,2008,Males,
Disorders of glycosaminoglycan metabolism,"Endocrine, nutritional and metabolic diseases",6,2008,Males,
Disorders of glycoprotein metabolism,"Endocrine, nutritional and metabolic diseases",1,2008,Males,
Disorders of lipoprotein metabolism and other lipidaemias,"Endocrine, nutritional and metabolic diseases",341,2008,Males,
Disorders of purine and pyrimidine metabolism,"Endocrine, nutritional and metabolic diseases",0,2008,Males,
Disorders of porphyrin and bilirubin metabolism,"Endocrine, nutritional and metabolic diseases",1,2008,Males,
Disorders of mineral metabolism,"Endocrine, nutritional and metabolic diseases",20,2008,Males,
Cystic fibrosis,"Endocrine, nutritional and metabolic diseases",12,2008,Males,
Amyloidosis,"Endocrine, nutritional and metabolic diseases",67,2008,Males,
Volume depletion,"Endocrine, nutritional and metabolic diseases",60,2008,Males,
"Other disorders of fluid, electrolyte and acid-base balance","Endocrine, nutritional and metabolic diseases",33,2008,Males,
Other metabolic disorders,"Endocrine, nutritional and metabolic diseases",39,2008,Males,
"Postprocedural endocrine and metabolic disorders, not elsewhere classified","Endocrine, nutritional and metabolic diseases",0,2008,Males,
"Organic, including symptomatic, mental disorders",Mental and behavioural disorders,1982,2008,Males,Symptomatic Mental Disorders
Vascular dementia,Mental and behavioural disorders,404,2008,Males,Dementia
Unspecified dementia,Mental and behavioural disorders,1512,2008,Males,Dementia
"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances",Mental and behavioural disorders,0,2008,Males,
"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural disorders,50,2008,Males,
Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural disorders,3,2008,Males,
"Personality and behavioural disorders due to brain disease, damage and dysfunction",Mental and behavioural disorders,13,2008,Males,
Unspecified organic or symptomatic mental disorder,Mental and behavioural disorders,0,2008,Males,
Mental and behavioural disorders due to psychoactive substance use,Mental and behavioural disorders,311,2008,Males,Mental Disorder due to substance use
Mental and behavioural disorders due to use of alcohol,Mental and behavioural disorders,230,2008,Males,Mental Disorder due to substance use
Mental and behavioural disorders due to use of opioids,Mental and behavioural disorders,6,2008,Males,
Mental and behavioural disorders due to use of cannabinoids,Mental and behavioural disorders,0,2008,Males,
Mental and behavioural disorders due to use of sedatives or hypnotics,Mental and behavioural disorders,1,2008,Males,
Mental and behavioural disorders due to use of cocaine,Mental and behavioural disorders,0,2008,Males,
"Mental and behavioural disorders due to use of other stimulants, including caffeine",Mental and behavioural disorders,1,2008,Males,
Mental and behavioural disorders due to use of hallucinogens,Mental and behavioural disorders,0,2008,Males,
Mental and behavioural disorders due to use of tobacco,Mental and behavioural disorders,63,2008,Males,
Mental and behavioural disorders due to use of volatile solvents,Mental and behavioural disorders,0,2008,Males,
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,Mental and behavioural disorders,10,2008,Males,
"Schizophrenia, schizotypal and delusional disorders",Mental and behavioural disorders,23,2008,Males,
Schizophrenia,Mental and behavioural disorders,23,2008,Males,
Schizotypal disorder,Mental and behavioural disorders,0,2008,Males,
Persistent delusional disorders,Mental and behavioural disorders,0,2008,Males,
Acute and transient psychotic disorders,Mental and behavioural disorders,0,2008,Males,
Induced delusional disorder,Mental and behavioural disorders,0,2008,Males,
Schizoaffective disorders,Mental and behavioural disorders,0,2008,Males,
Other nonorganic psychotic disorders,Mental and behavioural disorders,0,2008,Males,
Unspecified nonorganic psychosis,Mental and behavioural disorders,0,2008,Males,
Mood [affective] disorders,Mental and behavioural disorders,19,2008,Males,
Manic episode,Mental and behavioural disorders,0,2008,Males,
Bipolar affective disorder,Mental and behavioural disorders,3,2008,Males,
Depressive episode,Mental and behavioural disorders,16,2008,Males,
Recurrent depressive disorder,Mental and behavioural disorders,0,2008,Males,
Persistent mood [affective] disorders,Mental and behavioural disorders,0,2008,Males,
Other mood [affective] disorders,Mental and behavioural disorders,0,2008,Males,
Unspecified mood [affective] disorder,Mental and behavioural disorders,0,2008,Males,
"Neurotic, stress-related and somatoform disorders",Mental and behavioural disorders,7,2008,Males,
Phobic anxiety disorders,Mental and behavioural disorders,0,2008,Males,
Other anxiety disorders,Mental and behavioural disorders,3,2008,Males,
Obsessive-compulsive disorder,Mental and behavioural disorders,1,2008,Males,
"Reaction to severe stress, and adjustment disorders",Mental and behavioural disorders,1,2008,Males,
Dissociative [conversion] disorders,Mental and behavioural disorders,2,2008,Males,
Somatoform disorders,Mental and behavioural disorders,0,2008,Males,
Other neurotic disorders,Mental and behavioural disorders,0,2008,Males,
Behavioural syndromes associated with physiological disturbances and physical factors,Mental and behavioural disorders,1,2008,Males,
Eating disorders,Mental and behavioural disorders,0,2008,Males,
Nonorganic sleep disorders,Mental and behavioural disorders,0,2008,Males,
"Sexual dysfunction, not caused by organic disorder or disease",Mental and behavioural disorders,0,2008,Males,
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",Mental and behavioural disorders,0,2008,Males,
Psychological and behavioural factors associated with disorders or diseases classified elsewhere,Mental and behavioural disorders,0,2008,Males,
Abuse of non-dependence-producing substances,Mental and behavioural disorders,1,2008,Males,
Unspecified behavioural syndromes associated with physiological disturbances and physical factors,Mental and behavioural disorders,0,2008,Males,
Disorders of adult personality and behaviour,Mental and behavioural disorders,0,2008,Males,
Specific personality disorders,Mental and behavioural disorders,0,2008,Males,
Mixed and other personality disorders,Mental and behavioural disorders,0,2008,Males,
"Enduring personality changes, not attributable to brain damage and disease",Mental and behavioural disorders,0,2008,Males,
Habit and impulse disorders,Mental and behavioural disorders,0,2008,Males,
Gender identity disorders,Mental and behavioural disorders,0,2008,Males,
Disorders of sexual preference,Mental and behavioural disorders,0,2008,Males,
Psychological and behavioural disorders associated with sexual development and orientation,Mental and behavioural disorders,0,2008,Males,
Other disorders of adult personality and behaviour,Mental and behavioural disorders,0,2008,Males,
Unspecified disorder of adult personality and behaviour,Mental and behavioural disorders,0,2008,Males,
Mental retardation,Mental and behavioural disorders,11,2008,Males,
Mild mental retardation,Mental and behavioural disorders,0,2008,Males,
Moderate mental retardation,Mental and behavioural disorders,0,2008,Males,
Severe mental retardation,Mental and behavioural disorders,1,2008,Males,
Profound mental retardation,Mental and behavioural disorders,1,2008,Males,
Other mental retardation,Mental and behavioural disorders,0,2008,Males,
Unspecified mental retardation,Mental and behavioural disorders,9,2008,Males,
Disorders of psychological development,Mental and behavioural disorders,1,2008,Males,
Specific developmental disorders of speech and language,Mental and behavioural disorders,0,2008,Males,
Specific developmental disorders of scholastic skills,Mental and behavioural disorders,0,2008,Males,
Specific developmental disorder of motor function,Mental and behavioural disorders,0,2008,Males,
Mixed specific developmental disorders,Mental and behavioural disorders,0,2008,Males,
Pervasive developmental disorders,Mental and behavioural disorders,1,2008,Males,
Other disorders of psychological development,Mental and behavioural disorders,0,2008,Males,
Unspecified disorder of psychological development,Mental and behavioural disorders,0,2008,Males,
Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Mental and behavioural disorders,0,2008,Males,
Hyperkinetic disorders,Mental and behavioural disorders,0,2008,Males,
Conduct disorders,Mental and behavioural disorders,0,2008,Males,
Mixed disorders of conduct and emotions,Mental and behavioural disorders,0,2008,Males,
Emotional disorders with onset specific to childhood,Mental and behavioural disorders,0,2008,Males,
Disorders of social functioning with onset specific to childhood and adolescence,Mental and behavioural disorders,0,2008,Males,
